user_1,user_2,relationship,closeness
9,447,child,0.9
447,9,parent,0.9
9,983,partner,0.255738511894661
983,9,acquaintance,0.255738511894661
9,370,child,0.9
370,9,parent,0.9
9,420,child,0.9
420,9,parent,0.9
9,990,child,0.9
990,9,parent,0.9
9,976,child,0.9
976,9,parent,0.9
9,862,partner,0.0753788046602149
862,9,client,0.0753788046602149
9,740,client,0.12258476880210700
740,9,client,0.12258476880210700
9,231,child,0.9
231,9,parent,0.9
9,790,friend,0.7196648661047510
790,9,friend,0.7196648661047510
10,620,child,0.9
620,10,parent,0.9
10,823,child,0.9
823,10,parent,0.9
10,530,friend,0.8427104493344250
530,10,friend,0.8427104493344250
10,512,colleague,0.6
512,10,colleague,0.6
11,561,partner,0.3268021007470850
561,11,client,0.3268021007470850
11,117,acquaintance,0.18025263739296900
117,11,partner,0.18025263739296900
11,212,friend,0.5055335495374530
212,11,friend,0.5055335495374530
11,392,client,0.3504428549469000
392,11,neighbor,0.3504428549469000
11,666,friend,0.5640508844826850
666,11,friend,0.5640508844826850
11,483,neighbor,0.10922324745915000
483,11,neighbor,0.10922324745915000
11,431,mother,0.9
431,11,child,0.9
11,124,client,0.344724929538728
124,11,acquaintance,0.344724929538728
11,498,acquaintance,0.4877070008479140
498,11,client,0.4877070008479140
11,402,acquaintance,0.24000909340924200
402,11,partner,0.24000909340924200
11,143,mother,0.9
143,11,child,0.9
11,44,friend,0.684976027964703
44,11,friend,0.684976027964703
11,903,mother,0.9
903,11,child,0.9
11,620,colleague,0.6
620,11,colleague,0.6
11,618,friend,0.8429336077053400
618,11,friend,0.8429336077053400
11,694,neighbor,0.3909972802767390
694,11,acquaintance,0.3909972802767390
11,118,mother,0.9
118,11,child,0.9
11,194,mother,0.9
194,11,child,0.9
11,711,mother,0.9
711,11,child,0.9
12,494,friend,0.9467788806366940
494,12,friend,0.9467788806366940
12,351,friend,0.6028722145347550
351,12,friend,0.6028722145347550
12,317,friend,0.7055212995729920
317,12,friend,0.7055212995729920
12,573,acquaintance,0.13192795232861300
573,12,client,0.13192795232861300
13,567,child,0.9
567,13,parent,0.9
13,542,neighbor,0.3912747129073100
542,13,acquaintance,0.3912747129073100
13,598,acquaintance,0.2987128030286220
598,13,neighbor,0.2987128030286220
13,995,child,0.9
995,13,parent,0.9
13,87,friend,0.9408002728826360
87,13,friend,0.9408002728826360
13,534,client,0.41115464441037300
534,13,neighbor,0.41115464441037300
13,313,partner,0.33740133656696000
313,13,acquaintance,0.33740133656696000
13,828,child,0.9
828,13,parent,0.9
13,707,friend,0.9921067900765520
707,13,friend,0.9921067900765520
13,637,client,0.4103333245369890
637,13,client,0.4103333245369890
13,106,child,0.9
106,13,parent,0.9
14,110,child,0.9
110,14,parent,0.9
14,960,neighbor,0.3236813476658540
960,14,client,0.3236813476658540
14,552,partner,0.000303929434277983
552,14,neighbor,0.000303929434277983
14,541,child,0.9
541,14,parent,0.9
14,368,child,0.9
368,14,parent,0.9
14,15,neighbor,0.37888707358291400
15,14,partner,0.37888707358291400
14,399,neighbor,0.12422428604512100
399,14,neighbor,0.12422428604512100
14,382,partner,0.32155603641023200
382,14,acquaintance,0.32155603641023200
14,868,neighbor,0.09284204496431010
868,14,neighbor,0.09284204496431010
14,993,child,0.9
993,14,parent,0.9
14,886,client,0.36140952371563000
886,14,neighbor,0.36140952371563000
14,933,child,0.9
933,14,parent,0.9
14,947,child,0.9
947,14,parent,0.9
14,264,child,0.9
264,14,parent,0.9
14,7,acquaintance,0.045980520452467600
7,14,neighbor,0.045980520452467600
14,608,child,0.9
608,14,parent,0.9
14,683,partner,0.05471877770104610
683,14,partner,0.05471877770104610
15,401,partner,0.010882202692727900
401,15,acquaintance,0.010882202692727900
15,141,child,0.9
141,15,parent,0.9
15,591,child,0.9
591,15,parent,0.9
15,439,neighbor,0.25066170744369700
439,15,neighbor,0.25066170744369700
15,378,child,0.9
378,15,parent,0.9
15,786,acquaintance,0.2327993118229160
786,15,client,0.2327993118229160
15,228,neighbor,0.021182229417154800
228,15,neighbor,0.021182229417154800
15,848,friend,0.8105430821157590
848,15,friend,0.8105430821157590
15,55,neighbor,0.318311529535701
55,15,acquaintance,0.318311529535701
15,169,child,0.9
169,15,parent,0.9
15,352,child,0.9
352,15,parent,0.9
15,531,neighbor,0.031684611714299100
531,15,client,0.031684611714299100
15,290,child,0.9
290,15,parent,0.9
15,304,child,0.9
304,15,parent,0.9
15,414,child,0.9
414,15,parent,0.9
15,351,acquaintance,0.424574097710221
351,15,neighbor,0.424574097710221
15,561,child,0.9
561,15,parent,0.9
15,552,acquaintance,0.0833152796754642
552,15,partner,0.0833152796754642
15,328,child,0.9
328,15,parent,0.9
16,643,child,0.9
643,16,parent,0.9
16,294,friend,0.6251660951568220
294,16,friend,0.6251660951568220
16,694,child,0.9
694,16,parent,0.9
16,476,acquaintance,0.4889463556450260
476,16,neighbor,0.4889463556450260
16,851,neighbor,0.42056354507793300
851,16,acquaintance,0.42056354507793300
16,963,child,0.9
963,16,parent,0.9
16,670,friend,0.6870640375708490
670,16,friend,0.6870640375708490
17,875,friend,0.5659587697709610
875,17,friend,0.5659587697709610
17,76,partner,0.10280850934877300
76,17,client,0.10280850934877300
17,664,friend,0.7318262171920920
664,17,friend,0.7318262171920920
17,405,neighbor,0.3557641404010020
405,17,client,0.3557641404010020
17,789,colleague,0.6
789,17,colleague,0.6
17,412,friend,0.8546828803816870
412,17,friend,0.8546828803816870
17,522,child,0.9
522,17,parent,0.9
17,302,colleague,0.6
302,17,colleague,0.6
17,434,friend,0.9471717892021940
434,17,friend,0.9471717892021940
17,523,friend,0.9516955707236990
523,17,friend,0.9516955707236990
17,129,client,0.47610287394613500
129,17,partner,0.47610287394613500
17,285,neighbor,0.4718844480845910
285,17,acquaintance,0.4718844480845910
17,882,friend,0.8624955946844830
882,17,friend,0.8624955946844830
17,368,child,0.9
368,17,parent,0.9
17,513,friend,0.6071420696500330
513,17,friend,0.6071420696500330
17,643,child,0.9
643,17,parent,0.9
17,593,colleague,0.6
593,17,colleague,0.6
18,381,partner,0.12309339264911400
381,18,acquaintance,0.12309339264911400
18,486,child,0.9
486,18,parent,0.9
18,491,child,0.9
491,18,parent,0.9
18,59,neighbor,0.3689596664591330
59,18,partner,0.3689596664591330
18,785,child,0.9
785,18,parent,0.9
18,982,child,0.9
982,18,parent,0.9
18,870,neighbor,0.31168503314416200
870,18,acquaintance,0.31168503314416200
18,85,child,0.9
85,18,parent,0.9
18,918,partner,0.20205189021336700
918,18,client,0.20205189021336700
18,445,colleague,0.6
445,18,colleague,0.6
18,356,client,0.017753063065458200
356,18,neighbor,0.017753063065458200
18,778,child,0.9
778,18,parent,0.9
18,193,acquaintance,0.052650209142953500
193,18,acquaintance,0.052650209142953500
18,826,child,0.9
826,18,parent,0.9
18,255,friend,0.5523487559414480
255,18,friend,0.5523487559414480
18,472,acquaintance,0.25069297453214500
472,18,acquaintance,0.25069297453214500
18,783,child,0.9
783,18,parent,0.9
19,309,friend,0.5366253943901620
309,19,friend,0.5366253943901620
19,708,friend,0.6569155588787800
708,19,friend,0.6569155588787800
19,188,colleague,0.6
188,19,colleague,0.6
19,912,child,0.9
912,19,parent,0.9
19,432,child,0.9
432,19,parent,0.9
20,894,friend,0.7875546828710830
894,20,friend,0.7875546828710830
20,919,father,0.9
919,20,child,0.9
20,207,father,0.9
207,20,child,0.9
20,616,friend,0.5559218294682210
616,20,friend,0.5559218294682210
20,829,friend,0.8580132291787740
829,20,friend,0.8580132291787740
20,263,father,0.9
263,20,child,0.9
20,420,father,0.9
420,20,child,0.9
20,48,father,0.9
48,20,child,0.9
20,798,neighbor,0.4328905391670440
798,20,acquaintance,0.4328905391670440
20,131,partner,0.022629351998612300
131,20,partner,0.022629351998612300
20,709,friend,0.931803493728448
709,20,friend,0.931803493728448
20,795,friend,0.9413321030862660
795,20,friend,0.9413321030862660
20,332,father,0.9
332,20,child,0.9
20,784,friend,0.7359650829076360
784,20,friend,0.7359650829076360
20,474,father,0.9
474,20,child,0.9
20,42,friend,0.8098098032773170
42,20,friend,0.8098098032773170
20,480,father,0.9
480,20,child,0.9
21,40,friend,0.692283039011524
40,21,friend,0.692283039011524
21,391,child,0.9
391,21,parent,0.9
22,180,acquaintance,0.17498362698680100
180,22,partner,0.17498362698680100
22,240,colleague,0.6
240,22,colleague,0.6
22,600,friend,0.8978293269603730
600,22,friend,0.8978293269603730
22,976,friend,0.8831914509210100
976,22,friend,0.8831914509210100
22,527,neighbor,0.08134743269085630
527,22,acquaintance,0.08134743269085630
22,233,client,0.1341236439970640
233,22,partner,0.1341236439970640
22,485,friend,0.782116009404038
485,22,friend,0.782116009404038
22,89,friend,0.9434330796580040
89,22,friend,0.9434330796580040
22,51,friend,0.9077387522191710
51,22,friend,0.9077387522191710
22,87,father,0.9
87,22,child,0.9
22,313,father,0.9
313,22,child,0.9
22,196,friend,0.984099719247004
196,22,friend,0.984099719247004
22,729,client,0.4386366344213650
729,22,acquaintance,0.4386366344213650
22,776,father,0.9
776,22,child,0.9
22,556,acquaintance,0.40450406849005300
556,22,acquaintance,0.40450406849005300
22,483,partner,0.474850396208508
483,22,neighbor,0.474850396208508
22,524,friend,0.9325491156796630
524,22,friend,0.9325491156796630
22,308,father,0.9
308,22,child,0.9
23,647,partner,0.45632792653172500
647,23,acquaintance,0.45632792653172500
23,489,friend,0.5811231974347930
489,23,friend,0.5811231974347930
23,359,mother,0.9
359,23,child,0.9
23,823,friend,0.7578297911708190
823,23,friend,0.7578297911708190
23,811,friend,0.7903710219144050
811,23,friend,0.7903710219144050
23,570,mother,0.9
570,23,child,0.9
23,722,client,0.39466632538898000
722,23,partner,0.39466632538898000
23,690,friend,0.9419551183236900
690,23,friend,0.9419551183236900
23,476,mother,0.9
476,23,child,0.9
23,485,client,0.4077589443451530
485,23,acquaintance,0.4077589443451530
23,298,friend,0.7962300312140490
298,23,friend,0.7962300312140490
24,573,partner,0.41222037505786500
573,24,partner,0.41222037505786500
24,624,father,0.9
624,24,child,0.9
25,397,friend,0.9967170530873070
397,25,friend,0.9967170530873070
25,288,child,0.9
288,25,parent,0.9
25,99,child,0.9
99,25,parent,0.9
25,279,child,0.9
279,25,parent,0.9
25,644,child,0.9
644,25,parent,0.9
25,383,child,0.9
383,25,parent,0.9
26,428,friend,0.9388151254656790
428,26,friend,0.9388151254656790
27,522,child,0.9
522,27,parent,0.9
27,589,friend,0.6388209821981560
589,27,friend,0.6388209821981560
27,906,child,0.9
906,27,parent,0.9
27,85,child,0.9
85,27,parent,0.9
27,16,friend,0.6305383872614430
16,27,friend,0.6305383872614430
27,918,partner,0.16048367026620300
918,27,neighbor,0.16048367026620300
27,722,child,0.9
722,27,parent,0.9
27,430,child,0.9
430,27,parent,0.9
27,155,acquaintance,0.047207043403991600
155,27,neighbor,0.047207043403991600
27,63,child,0.9
63,27,parent,0.9
27,195,acquaintance,0.4192989337785440
195,27,neighbor,0.4192989337785440
27,318,child,0.9
318,27,parent,0.9
27,910,child,0.9
910,27,parent,0.9
27,673,partner,0.27442539500765600
673,27,client,0.27442539500765600
27,849,friend,0.8459593872003670
849,27,friend,0.8459593872003670
28,125,child,0.9
125,28,parent,0.9
28,840,colleague,0.6
840,28,colleague,0.6
28,426,child,0.9
426,28,parent,0.9
28,98,friend,0.7290995629032720
98,28,friend,0.7290995629032720
28,684,friend,0.8914585827200990
684,28,friend,0.8914585827200990
28,961,friend,0.6605751365664300
961,28,friend,0.6605751365664300
29,678,child,0.9
678,29,parent,0.9
29,449,child,0.9
449,29,parent,0.9
29,991,child,0.9
991,29,parent,0.9
29,634,friend,0.5717343876859060
634,29,friend,0.5717343876859060
29,64,child,0.9
64,29,parent,0.9
29,643,child,0.9
643,29,parent,0.9
30,976,friend,0.667145730279905
976,30,friend,0.667145730279905
30,990,acquaintance,0.3984994388833390
990,30,acquaintance,0.3984994388833390
30,923,friend,0.8293334835147400
923,30,friend,0.8293334835147400
30,93,father,0.9
93,30,child,0.9
30,836,acquaintance,0.17414305936414100
836,30,acquaintance,0.17414305936414100
30,305,neighbor,0.4487943878965310
305,30,partner,0.4487943878965310
30,245,father,0.9
245,30,child,0.9
30,13,father,0.9
13,30,child,0.9
30,771,friend,0.7236762951901320
771,30,friend,0.7236762951901320
30,114,friend,0.9346850535757500
114,30,friend,0.9346850535757500
30,891,father,0.9
891,30,child,0.9
30,669,father,0.9
669,30,child,0.9
31,812,mother,0.9
812,31,child,0.9
31,975,acquaintance,0.36871365564434600
975,31,neighbor,0.36871365564434600
31,855,mother,0.9
855,31,child,0.9
31,452,partner,0.16292097323458000
452,31,acquaintance,0.16292097323458000
31,424,mother,0.9
424,31,child,0.9
31,551,partner,0.024876148027735900
551,31,partner,0.024876148027735900
31,314,mother,0.9
314,31,child,0.9
31,105,mother,0.9
105,31,child,0.9
31,590,client,0.46050288368176500
590,31,acquaintance,0.46050288368176500
31,648,partner,0.4487674306676800
648,31,partner,0.4487674306676800
31,896,neighbor,0.2635689697671570
896,31,neighbor,0.2635689697671570
31,786,mother,0.9
786,31,child,0.9
31,963,colleague,0.6
963,31,colleague,0.6
31,509,acquaintance,0.2892871632138650
509,31,client,0.2892871632138650
31,681,client,0.3727266142379790
681,31,neighbor,0.3727266142379790
31,885,client,0.1963159335456620
885,31,client,0.1963159335456620
31,841,partner,0.28429528796817500
841,31,neighbor,0.28429528796817500
31,569,mother,0.9
569,31,child,0.9
32,454,friend,0.6907386800032520
454,32,friend,0.6907386800032520
32,605,father,0.9
605,32,child,0.9
32,526,father,0.9
526,32,child,0.9
32,212,friend,0.6219765717287130
212,32,friend,0.6219765717287130
32,814,acquaintance,0.46032047298017600
814,32,neighbor,0.46032047298017600
33,790,mother,0.9
790,33,child,0.9
34,665,client,0.3855676965481190
665,34,acquaintance,0.3855676965481190
34,930,child,0.9
930,34,parent,0.9
34,945,friend,0.9991270956290480
945,34,friend,0.9991270956290480
34,997,father,0.9
997,34,child,0.9
34,31,acquaintance,0.37166012085454500
31,34,client,0.37166012085454500
34,302,client,0.17057192290860200
302,34,partner,0.17057192290860200
34,368,friend,0.59718509731218
368,34,friend,0.59718509731218
34,429,neighbor,0.3484227109710970
429,34,partner,0.3484227109710970
34,399,friend,0.6684594373778530
399,34,friend,0.6684594373778530
34,81,partner,0.3441737011134450
81,34,partner,0.3441737011134450
34,621,client,0.2889103147880570
621,34,neighbor,0.2889103147880570
34,123,friend,0.6965518262448300
123,34,friend,0.6965518262448300
34,830,colleague,0.6
830,34,colleague,0.6
34,777,acquaintance,0.4809310841552810
777,34,acquaintance,0.4809310841552810
34,956,partner,0.02956664487985780
956,34,partner,0.02956664487985780
35,750,partner,0.021842779075250600
750,35,neighbor,0.021842779075250600
35,163,friend,0.5569588861971190
163,35,friend,0.5569588861971190
35,744,friend,0.7672257248819400
744,35,friend,0.7672257248819400
35,767,child,0.9
767,35,parent,0.9
35,58,friend,0.7649001968963950
58,35,friend,0.7649001968963950
35,154,friend,0.9905891858321430
154,35,friend,0.9905891858321430
35,140,friend,0.8912717615240650
140,35,friend,0.8912717615240650
35,345,child,0.9
345,35,parent,0.9
35,603,colleague,0.6
603,35,colleague,0.6
35,569,partner,0.018491501824640400
569,35,partner,0.018491501824640400
35,595,friend,0.982361692238046
595,35,friend,0.982361692238046
35,732,friend,0.5454013835545250
732,35,friend,0.5454013835545250
35,92,child,0.9
92,35,parent,0.9
35,676,neighbor,0.2986339005785570
676,35,neighbor,0.2986339005785570
35,250,friend,0.5622307833309540
250,35,friend,0.5622307833309540
35,355,child,0.9
355,35,parent,0.9
35,94,child,0.9
94,35,parent,0.9
35,667,child,0.9
667,35,parent,0.9
36,677,father,0.9
677,36,child,0.9
36,460,friend,0.5541141712903730
460,36,friend,0.5541141712903730
36,832,neighbor,0.015058787698555200
832,36,neighbor,0.015058787698555200
36,159,friend,0.7047293788664560
159,36,friend,0.7047293788664560
36,156,friend,0.5916777619591650
156,36,friend,0.5916777619591650
37,568,friend,0.9453325883374980
568,37,friend,0.9453325883374980
37,142,partner,0.18733535954206200
142,37,partner,0.18733535954206200
37,331,friend,0.9432771066093230
331,37,friend,0.9432771066093230
37,824,friend,0.6992774845714230
824,37,friend,0.6992774845714230
37,11,client,0.22069832855221100
11,37,client,0.22069832855221100
37,299,colleague,0.6
299,37,colleague,0.6
37,975,client,0.007691650494006500
975,37,neighbor,0.007691650494006500
37,683,friend,0.8243535256378760
683,37,friend,0.8243535256378760
37,457,neighbor,0.44625929825142200
457,37,partner,0.44625929825142200
37,420,partner,0.057651640845020900
420,37,partner,0.057651640845020900
38,526,father,0.9
526,38,child,0.9
38,380,father,0.9
380,38,child,0.9
38,250,client,0.28467223958158800
250,38,acquaintance,0.28467223958158800
38,253,partner,0.0012689709140059600
253,38,acquaintance,0.0012689709140059600
38,351,father,0.9
351,38,child,0.9
38,751,friend,0.8954965672537180
751,38,friend,0.8954965672537180
38,159,father,0.9
159,38,child,0.9
38,232,acquaintance,0.4377797604352670
232,38,acquaintance,0.4377797604352670
38,763,neighbor,0.19037896550978400
763,38,client,0.19037896550978400
38,759,acquaintance,0.1867007168837920
759,38,partner,0.1867007168837920
39,766,neighbor,0.40745432189263900
766,39,acquaintance,0.40745432189263900
39,53,child,0.9
53,39,parent,0.9
39,59,partner,0.3240333615091190
59,39,partner,0.3240333615091190
39,602,neighbor,0.04325466435415180
602,39,partner,0.04325466435415180
39,903,partner,0.06012938613042530
903,39,acquaintance,0.06012938613042530
39,676,acquaintance,0.05710840919873030
676,39,client,0.05710840919873030
39,719,neighbor,0.34595785205618100
719,39,acquaintance,0.34595785205618100
39,413,child,0.9
413,39,parent,0.9
40,145,friend,0.5635752691053480
145,40,friend,0.5635752691053480
40,200,child,0.9
200,40,parent,0.9
40,332,friend,0.8415519300665950
332,40,friend,0.8415519300665950
40,589,friend,0.7992150674013790
589,40,friend,0.7992150674013790
40,307,friend,0.8210175020479150
307,40,friend,0.8210175020479150
40,905,neighbor,0.28512650883831800
905,40,acquaintance,0.28512650883831800
40,551,child,0.9
551,40,parent,0.9
40,335,acquaintance,0.23601545260463700
335,40,client,0.23601545260463700
40,633,friend,0.5057400537068280
633,40,friend,0.5057400537068280
40,445,friend,0.8813507570931550
445,40,friend,0.8813507570931550
40,146,child,0.9
146,40,parent,0.9
40,848,friend,0.577869798193843
848,40,friend,0.577869798193843
40,182,friend,0.9289009904881070
182,40,friend,0.9289009904881070
40,326,friend,0.6580585862503100
326,40,friend,0.6580585862503100
40,174,friend,0.5142876039294940
174,40,friend,0.5142876039294940
41,318,child,0.9
318,41,parent,0.9
41,519,neighbor,0.1450892473155170
519,41,acquaintance,0.1450892473155170
41,950,friend,0.7128745696867380
950,41,friend,0.7128745696867380
41,46,child,0.9
46,41,parent,0.9
41,4,child,0.9
4,41,parent,0.9
41,540,child,0.9
540,41,parent,0.9
42,334,father,0.9
334,42,child,0.9
42,392,friend,0.8419666114711050
392,42,friend,0.8419666114711050
42,724,friend,0.5242026317625580
724,42,friend,0.5242026317625580
42,631,client,0.3609194274809120
631,42,client,0.3609194274809120
42,549,father,0.9
549,42,child,0.9
42,583,colleague,0.6
583,42,colleague,0.6
42,386,client,0.30138529039314600
386,42,acquaintance,0.30138529039314600
42,407,colleague,0.6
407,42,colleague,0.6
42,574,friend,0.9912922660101470
574,42,friend,0.9912922660101470
42,170,father,0.9
170,42,child,0.9
42,26,client,0.47441337656048100
26,42,client,0.47441337656048100
42,19,partner,0.20212471883804500
19,42,partner,0.20212471883804500
42,779,client,0.03848553028386540
779,42,partner,0.03848553028386540
42,601,father,0.9
601,42,child,0.9
43,177,acquaintance,0.15023382388837900
177,43,acquaintance,0.15023382388837900
43,483,child,0.9
483,43,parent,0.9
44,703,acquaintance,0.017243971668233100
703,44,neighbor,0.017243971668233100
44,373,friend,0.6286998062068970
373,44,friend,0.6286998062068970
44,613,friend,0.9602257066932610
613,44,friend,0.9602257066932610
44,394,father,0.9
394,44,child,0.9
44,397,father,0.9
397,44,child,0.9
44,474,neighbor,0.45366943670965100
474,44,partner,0.45366943670965100
44,249,father,0.9
249,44,child,0.9
44,658,friend,0.8933444174845530
658,44,friend,0.8933444174845530
44,32,friend,0.7788447394419300
32,44,friend,0.7788447394419300
44,739,father,0.9
739,44,child,0.9
44,127,father,0.9
127,44,child,0.9
44,715,partner,0.35402597047528600
715,44,partner,0.35402597047528600
45,929,client,0.16332202147801900
929,45,neighbor,0.16332202147801900
45,122,mother,0.9
122,45,child,0.9
46,830,acquaintance,0.4766461893373870
830,46,neighbor,0.4766461893373870
46,550,partner,0.2494529398637900
550,46,client,0.2494529398637900
46,931,acquaintance,0.18622281758197500
931,46,partner,0.18622281758197500
46,342,acquaintance,0.025834489728060800
342,46,client,0.025834489728060800
46,671,child,0.9
671,46,parent,0.9
46,588,father,0.9
588,46,child,0.9
46,497,acquaintance,0.022376094832388200
497,46,partner,0.022376094832388200
46,928,neighbor,0.259642089907768
928,46,neighbor,0.259642089907768
46,944,neighbor,0.08144556154694740
944,46,partner,0.08144556154694740
46,890,father,0.9
890,46,child,0.9
47,965,partner,0.4203078706976360
965,47,acquaintance,0.4203078706976360
47,92,child,0.9
92,47,parent,0.9
47,114,child,0.9
114,47,parent,0.9
47,882,partner,0.41046165090170000
882,47,partner,0.41046165090170000
47,197,neighbor,0.2820566899988650
197,47,acquaintance,0.2820566899988650
47,240,acquaintance,0.27446500392338400
240,47,acquaintance,0.27446500392338400
47,885,client,0.4841619731382310
885,47,client,0.4841619731382310
47,503,child,0.9
503,47,parent,0.9
47,942,child,0.9
942,47,parent,0.9
48,11,child,0.9
11,48,parent,0.9
48,465,child,0.9
465,48,parent,0.9
48,785,child,0.9
785,48,parent,0.9
48,617,child,0.9
617,48,parent,0.9
48,67,child,0.9
67,48,parent,0.9
48,116,friend,0.9983131468904290
116,48,friend,0.9983131468904290
48,764,child,0.9
764,48,parent,0.9
48,432,child,0.9
432,48,parent,0.9
48,463,friend,0.5740022950390950
463,48,friend,0.5740022950390950
48,311,friend,0.8074283210667740
311,48,friend,0.8074283210667740
49,101,neighbor,0.35990020617822300
101,49,acquaintance,0.35990020617822300
49,920,child,0.9
920,49,parent,0.9
49,251,child,0.9
251,49,parent,0.9
49,630,partner,0.46764117860269200
630,49,client,0.46764117860269200
49,298,acquaintance,0.44335538739299900
298,49,acquaintance,0.44335538739299900
49,865,client,0.2547762164749870
865,49,client,0.2547762164749870
49,523,friend,0.7591318422625170
523,49,friend,0.7591318422625170
49,62,child,0.9
62,49,parent,0.9
50,888,client,0.4367421363074840
888,50,partner,0.4367421363074840
50,570,neighbor,0.30359726533263000
570,50,client,0.30359726533263000
51,687,friend,0.5779213158467170
687,51,friend,0.5779213158467170
51,191,friend,0.6224473836139310
191,51,friend,0.6224473836139310
51,516,friend,0.9993887171451940
516,51,friend,0.9993887171451940
51,203,friend,0.616140888708429
203,51,friend,0.616140888708429
52,533,neighbor,0.034855912280080700
533,52,acquaintance,0.034855912280080700
52,33,partner,0.39561205934593300
33,52,acquaintance,0.39561205934593300
52,298,colleague,0.6
298,52,colleague,0.6
52,979,neighbor,0.013480919464613200
979,52,partner,0.013480919464613200
52,845,friend,0.8176105555062270
845,52,friend,0.8176105555062270
52,39,friend,0.927895674979275
39,52,friend,0.927895674979275
52,45,neighbor,0.05669656646443540
45,52,partner,0.05669656646443540
52,268,client,0.44063073781919400
268,52,client,0.44063073781919400
52,377,father,0.9
377,52,child,0.9
